ID,Site,BeesReleased,BeesCollected,Longitude,Latitude,Elevation_m,Date,FieldDay,tmean_C,DD_added,DD_accumulated
15,H13,5/25/2021,6/29/2021,-105.3053,40.0162,1847,6/12/2021,19,17.7,12.7,231.8
15,H13,5/25/2021,6/29/2021,-105.3053,40.0162,1847,6/13/2021,20,20.9,15.9,247.7
15,H13,5/25/2021,6/29/2021,-105.3053,40.0162,1847,6/14/2021,21,24,19,266.7
15,H13,5/25/2021,6/29/2021,-105.3053,40.0162,1847,6/15/2021,22,25.5,20.5,287.2
15,H13,5/25/2021,6/29/2021,-105.3053,40.0162,1847,6/16/2021,23,27.1,22.1,309.3
15,H13,5/25/2021,6/29/2021,-105.3053,40.0162,1847,6/17/2021,24,27,22,331.3
15,H13,5/25/2021,6/29/2021,-105.3053,40.0162,1847,6/18/2021,25,27.6,22.6,353.9
15,H13,5/25/2021,6/29/2021,-105.3053,40.0162,1847,6/19/2021,26,23.6,18.6,372.5
15,H13,5/25/2021,6/29/2021,-105.3053,40.0162,1847,6/20/2021,27,23.1,18.1,390.6
15,H13,5/25/2021,6/29/2021,-105.3053,40.0162,1847,6/21/2021,28,17.3,12.3,402.9
15,H13,5/25/2021,6/29/2021,-105.3053,40.0162,1847,6/22/2021,29,15.1,10.1,413
15,H13,5/25/2021,6/29/2021,-105.3053,40.0162,1847,6/23/2021,30,23.4,18.4,431.4
15,H13,5/25/2021,6/29/2021,-105.3053,40.0162,1847,6/24/2021,31,24.8,19.8,451.2
15,H13,5/25/2021,6/29/2021,-105.3053,40.0162,1847,6/25/2021,32,20.8,15.8,467
15,H13,5/25/2021,6/29/2021,-105.3053,40.0162,1847,6/26/2021,33,17.7,12.7,479.7
15,H13,5/25/2021,6/29/2021,-105.3053,40.0162,1847,6/27/2021,34,15.4,10.4,490.1
15,H13,5/25/2021,6/29/2021,-105.3053,40.0162,1847,6/28/2021,35,15.9,10.9,501
15,H13,5/25/2021,6/29/2021,-105.3053,40.0162,1847,6/29/2021,36,16.1,11.1,512.1
16,H15,5/24/2021,6/28/2021,-105.3008,39.9622,2143,5/24/2021,1,11.8,6.8,1
16,H15,5/24/2021,6/28/2021,-105.3008,39.9622,2143,5/25/2021,2,12,7,8
16,H15,5/24/2021,6/28/2021,-105.3008,39.9622,2143,5/26/2021,3,14.1,9.1,17.1
16,H15,5/24/2021,6/28/2021,-105.3008,39.9622,2143,5/27/2021,4,14.9,9.9,27
16,H15,5/24/2021,6/28/2021,-105.3008,39.9622,2143,5/28/2021,5,12.1,7.1,34.1
16,H15,5/24/2021,6/28/2021,-105.3008,39.9622,2143,5/29/2021,6,16.1,11.1,45.2
16,H15,5/24/2021,6/28/2021,-105.3008,39.9622,2143,5/30/2021,7,14,9,54.2
16,H15,5/24/2021,6/28/2021,-105.3008,39.9622,2143,5/31/2021,8,7.7,2.7,56.9
16,H15,5/24/2021,6/28/2021,-105.3008,39.9622,2143,6/1/2021,9,8.3,3.3,60.2
16,H15,5/24/2021,6/28/2021,-105.3008,39.9622,2143,6/2/2021,10,11.4,6.4,66.6
16,H15,5/24/2021,6/28/2021,-105.3008,39.9622,2143,6/3/2021,11,13.7,8.7,75.3
16,H15,5/24/2021,6/28/2021,-105.3008,39.9622,2143,6/4/2021,12,17.3,12.3,87.6
16,H15,5/24/2021,6/28/2021,-105.3008,39.9622,2143,6/5/2021,13,20,15,102.6
16,H15,5/24/2021,6/28/2021,-105.3008,39.9622,2143,6/6/2021,14,22.5,17.5,120.1
16,H15,5/24/2021,6/28/2021,-105.3008,39.9622,2143,6/7/2021,15,19.7,14.7,134.8
16,H15,5/24/2021,6/28/2021,-105.3008,39.9622,2143,6/8/2021,16,20.5,15.5,150.3
16,H15,5/24/2021,6/28/2021,-105.3008,39.9622,2143,6/9/2021,17,19.9,14.9,165.2
16,H15,5/24/2021,6/28/2021,-105.3008,39.9622,2143,6/10/2021,18,20.1,15.1,180.3
16,H15,5/24/2021,6/28/2021,-105.3008,39.9622,2143,6/11/2021,19,21.5,16.5,196.8
16,H15,5/24/2021,6/28/2021,-105.3008,39.9622,2143,6/12/2021,20,15.8,10.8,207.6
16,H15,5/24/2021,6/28/2021,-105.3008,39.9622,2143,6/13/2021,21,19.2,14.2,221.8
16,H15,5/24/2021,6/28/2021,-105.3008,39.9622,2143,6/14/2021,22,22.1,17.1,238.9
16,H15,5/24/2021,6/28/2021,-105.3008,39.9622,2143,6/15/2021,23,23.4,18.4,257.3
16,H15,5/24/2021,6/28/2021,-105.3008,39.9622,2143,6/16/2021,24,26.2,21.2,278.5
16,H15,5/24/2021,6/28/2021,-105.3008,39.9622,2143,6/17/2021,25,24.6,19.6,298.1
16,H15,5/24/2021,6/28/2021,-105.3008,39.9622,2143,6/18/2021,26,25.9,20.9,319
16,H15,5/24/2021,6/28/2021,-105.3008,39.9622,2143,6/19/2021,27,21.8,16.8,335.8
16,H15,5/24/2021,6/28/2021,-105.3008,39.9622,2143,6/20/2021,28,21.4,16.4,352.2
16,H15,5/24/2021,6/28/2021,-105.3008,39.9622,2143,6/21/2021,29,16.2,11.2,363.4
16,H15,5/24/2021,6/28/2021,-105.3008,39.9622,2143,6/22/2021,30,13,8,371.4
16,H15,5/24/2021,6/28/2021,-105.3008,39.9622,2143,6/23/2021,31,21.5,16.5,387.9
16,H15,5/24/2021,6/28/2021,-105.3008,39.9622,2143,6/24/2021,32,22,17,404.9
16,H15,5/24/2021,6/28/2021,-105.3008,39.9622,2143,6/25/2021,33,18.4,13.4,418.3
16,H15,5/24/2021,6/28/2021,-105.3008,39.9622,2143,6/26/2021,34,16.1,11.1,429.4
16,H15,5/24/2021,6/28/2021,-105.3008,39.9622,2143,6/27/2021,35,13.4,8.4,437.8
16,H15,5/24/2021,6/28/2021,-105.3008,39.9622,2143,6/28/2021,36,13.6,8.6,446.4
17,T08,5/26/2021,6/30/2021,-105.4011,40.0676,2519,5/26/2021,1,10.7,5.7,1
17,T08,5/26/2021,6/30/2021,-105.4011,40.0676,2519,5/27/2021,2,11.6,6.6,7.6
17,T08,5/26/2021,6/30/2021,-105.4011,40.0676,2519,5/28/2021,3,9.7,4.7,12.3
17,T08,5/26/2021,6/30/2021,-105.4011,40.0676,2519,5/29/2021,4,12.9,7.9,20.2
17,T08,5/26/2021,6/30/2021,-105.4011,40.0676,2519,5/30/2021,5,11.7,6.7,26.9
17,T08,5/26/2021,6/30/2021,-105.4011,40.0676,2519,5/31/2021,6,5.9,0.9,27.8
17,T08,5/26/2021,6/30/2021,-105.4011,40.0676,2519,6/1/2021,7,5.5,0.5,28.3
17,T08,5/26/2021,6/30/2021,-105.4011,40.0676,2519,6/2/2021,8,8.4,3.4,31.7
17,T08,5/26/2021,6/30/2021,-105.4011,40.0676,2519,6/3/2021,9,10.9,5.9,37.6
17,T08,5/26/2021,6/30/2021,-105.4011,40.0676,2519,6/4/2021,10,14,9,46.6
17,T08,5/26/2021,6/30/2021,-105.4011,40.0676,2519,6/5/2021,11,16.3,11.3,57.9
17,T08,5/26/2021,6/30/2021,-105.4011,40.0676,2519,6/6/2021,12,18.7,13.7,71.6
17,T08,5/26/2021,6/30/2021,-105.4011,40.0676,2519,6/7/2021,13,16.7,11.7,83.3
17,T08,5/26/2021,6/30/2021,-105.4011,40.0676,2519,6/8/2021,14,17.2,12.2,95.5
17,T08,5/26/2021,6/30/2021,-105.4011,40.0676,2519,6/9/2021,15,17,12,107.5
17,T08,5/26/2021,6/30/2021,-105.4011,40.0676,2519,6/10/2021,16,16.9,11.9,119.4
17,T08,5/26/2021,6/30/2021,-105.4011,40.0676,2519,6/11/2021,17,19.2,14.2,133.6
17,T08,5/26/2021,6/30/2021,-105.4011,40.0676,2519,6/12/2021,18,13.1,8.1,141.7
17,T08,5/26/2021,6/30/2021,-105.4011,40.0676,2519,6/13/2021,19,16.9,11.9,153.6
17,T08,5/26/2021,6/30/2021,-105.4011,40.0676,2519,6/14/2021,20,19,14,167.6
17,T08,5/26/2021,6/30/2021,-105.4011,40.0676,2519,6/15/2021,21,20.3,15.3,182.9
17,T08,5/26/2021,6/30/2021,-105.4011,40.0676,2519,6/16/2021,22,22.7,17.7,200.6
17,T08,5/26/2021,6/30/2021,-105.4011,40.0676,2519,6/17/2021,23,21.9,16.9,217.5
17,T08,5/26/2021,6/30/2021,-105.4011,40.0676,2519,6/18/2021,24,22.4,17.4,234.9
17,T08,5/26/2021,6/30/2021,-105.4011,40.0676,2519,6/19/2021,25,18.8,13.8,248.7
17,T08,5/26/2021,6/30/2021,-105.4011,40.0676,2519,6/20/2021,26,18.3,13.3,262
17,T08,5/26/2021,6/30/2021,-105.4011,40.0676,2519,6/21/2021,27,14.8,9.8,271.8
17,T08,5/26/2021,6/30/2021,-105.4011,40.0676,2519,6/22/2021,28,11,6,277.8
17,T08,5/26/2021,6/30/2021,-105.4011,40.0676,2519,6/23/2021,29,19.5,14.5,292.3
17,T08,5/26/2021,6/30/2021,-105.4011,40.0676,2519,6/24/2021,30,19,14,306.3
17,T08,5/26/2021,6/30/2021,-105.4011,40.0676,2519,6/25/2021,31,15.3,10.3,316.6
17,T08,5/26/2021,6/30/2021,-105.4011,40.0676,2519,6/26/2021,32,13.1,8.1,324.7
17,T08,5/26/2021,6/30/2021,-105.4011,40.0676,2519,6/27/2021,33,10.4,5.4,330.1
17,T08,5/26/2021,6/30/2021,-105.4011,40.0676,2519,6/28/2021,34,10.3,5.3,335.4
17,T08,5/26/2021,6/30/2021,-105.4011,40.0676,2519,6/29/2021,35,10.7,5.7,341.1
17,T08,5/26/2021,6/30/2021,-105.4011,40.0676,2519,6/30/2021,36,11.3,6.3,347.4
18,T101,5/25/2021,6/29/2021,-105.31,40.024,1759,5/25/2021,1,14.4,9.4,1
18,T101,5/25/2021,6/29/2021,-105.31,40.024,1759,5/26/2021,2,16.6,11.6,12.6
18,T101,5/25/2021,6/29/2021,-105.31,40.024,1759,5/27/2021,3,16.8,11.8,24.4
18,T101,5/25/2021,6/29/2021,-105.31,40.024,1759,5/28/2021,4,14.2,9.2,33.6
18,T101,5/25/2021,6/29/2021,-105.31,40.024,1759,5/29/2021,5,17.7,12.7,46.3
18,T101,5/25/2021,6/29/2021,-105.31,40.024,1759,5/30/2021,6,15.6,10.6,56.9
18,T101,5/25/2021,6/29/2021,-105.31,40.024,1759,5/31/2021,7,9.9,4.9,61.8
18,T101,5/25/2021,6/29/2021,-105.31,40.024,1759,6/1/2021,8,10.4,5.4,67.2
18,T101,5/25/2021,6/29/2021,-105.31,40.024,1759,6/2/2021,9,13.4,8.4,75.6
18,T101,5/25/2021,6/29/2021,-105.31,40.024,1759,6/3/2021,10,16.3,11.3,86.9
18,T101,5/25/2021,6/29/2021,-105.31,40.024,1759,6/4/2021,11,19.6,14.6,101.5
18,T101,5/25/2021,6/29/2021,-105.31,40.024,1759,6/5/2021,12,22.1,17.1,118.6
18,T101,5/25/2021,6/29/2021,-105.31,40.024,1759,6/6/2021,13,24.3,19.3,137.9
18,T101,5/25/2021,6/29/2021,-105.31,40.024,1759,6/7/2021,14,21.6,16.6,154.5
18,T101,5/25/2021,6/29/2021,-105.31,40.024,1759,6/8/2021,15,21.9,16.9,171.4
18,T101,5/25/2021,6/29/2021,-105.31,40.024,1759,6/9/2021,16,22.8,17.8,189.2
18,T101,5/25/2021,6/29/2021,-105.31,40.024,1759,6/10/2021,17,22.5,17.5,206.7
18,T101,5/25/2021,6/29/2021,-105.31,40.024,1759,6/11/2021,18,23.4,18.4,225.1
18,T101,5/25/2021,6/29/2021,-105.31,40.024,1759,6/12/2021,19,18.1,13.1,238.2
18,T101,5/25/2021,6/29/2021,-105.31,40.024,1759,6/13/2021,20,21.2,16.2,254.4
18,T101,5/25/2021,6/29/2021,-105.31,40.024,1759,6/14/2021,21,24.3,19.3,273.7
18,T101,5/25/2021,6/29/2021,-105.31,40.024,1759,6/15/2021,22,26,21,294.7
18,T101,5/25/2021,6/29/2021,-105.31,40.024,1759,6/16/2021,23,27.1,22.1,316.8
18,T101,5/25/2021,6/29/2021,-105.31,40.024,1759,6/17/2021,24,27.6,22.6,339.4
18,T101,5/25/2021,6/29/2021,-105.31,40.024,1759,6/18/2021,25,27.9,22.9,362.3
18,T101,5/25/2021,6/29/2021,-105.31,40.024,1759,6/19/2021,26,23.9,18.9,381.2
18,T101,5/25/2021,6/29/2021,-105.31,40.024,1759,6/20/2021,27,23.5,18.5,399.7
18,T101,5/25/2021,6/29/2021,-105.31,40.024,1759,6/21/2021,28,17.6,12.6,412.3
18,T101,5/25/2021,6/29/2021,-105.31,40.024,1759,6/22/2021,29,15.7,10.7,423
18,T101,5/25/2021,6/29/2021,-105.31,40.024,1759,6/23/2021,30,23.7,18.7,441.7
18,T101,5/25/2021,6/29/2021,-105.31,40.024,1759,6/24/2021,31,25.6,20.6,462.3
18,T101,5/25/2021,6/29/2021,-105.31,40.024,1759,6/25/2021,32,21.4,16.4,478.7
18,T101,5/25/2021,6/29/2021,-105.31,40.024,1759,6/26/2021,33,18,13,491.7
18,T101,5/25/2021,6/29/2021,-105.31,40.024,1759,6/27/2021,34,16,11,502.7
18,T101,5/25/2021,6/29/2021,-105.31,40.024,1759,6/28/2021,35,16.4,11.4,514.1
18,T101,5/25/2021,6/29/2021,-105.31,40.024,1759,6/29/2021,36,16.6,11.6,525.7
19,T103,5/25/2021,6/29/2021,-105.3361,40.0177,2007,5/25/2021,1,13,8,1
19,T103,5/25/2021,6/29/2021,-105.3361,40.0177,2007,5/26/2021,2,15.3,10.3,11.3
19,T103,5/25/2021,6/29/2021,-105.3361,40.0177,2007,5/27/2021,3,15.3,10.3,21.6
19,T103,5/25/2021,6/29/2021,-105.3361,40.0177,2007,5/28/2021,4,12.2,7.2,28.8
19,T103,5/25/2021,6/29/2021,-105.3361,40.0177,2007,5/29/2021,5,17,12,40.8
19,T103,5/25/2021,6/29/2021,-105.3361,40.0177,2007,5/30/2021,6,14.9,9.9,50.7
19,T103,5/25/2021,6/29/2021,-105.3361,40.0177,2007,5/31/2021,7,8.3,3.3,54
19,T103,5/25/2021,6/29/2021,-105.3361,40.0177,2007,6/1/2021,8,9,4,58
19,T103,5/25/2021,6/29/2021,-105.3361,40.0177,2007,6/2/2021,9,12.1,7.1,65.1
19,T103,5/25/2021,6/29/2021,-105.3361,40.0177,2007,6/3/2021,10,15.2,10.2,75.3
19,T103,5/25/2021,6/29/2021,-105.3361,40.0177,2007,6/4/2021,11,18.5,13.5,88.8
19,T103,5/25/2021,6/29/2021,-105.3361,40.0177,2007,6/5/2021,12,21.2,16.2,105
19,T103,5/25/2021,6/29/2021,-105.3361,40.0177,2007,6/6/2021,13,24.3,19.3,124.3
19,T103,5/25/2021,6/29/2021,-105.3361,40.0177,2007,6/7/2021,14,20.8,15.8,140.1
19,T103,5/25/2021,6/29/2021,-105.3361,40.0177,2007,6/8/2021,15,21.3,16.3,156.4
19,T103,5/25/2021,6/29/2021,-105.3361,40.0177,2007,6/9/2021,16,21.2,16.2,172.6
19,T103,5/25/2021,6/29/2021,-105.3361,40.0177,2007,6/10/2021,17,21.3,16.3,188.9
19,T103,5/25/2021,6/29/2021,-105.3361,40.0177,2007,6/11/2021,18,22.6,17.6,206.5
19,T103,5/25/2021,6/29/2021,-105.3361,40.0177,2007,6/12/2021,19,17,12,218.5
19,T103,5/25/2021,6/29/2021,-105.3361,40.0177,2007,6/13/2021,20,20.5,15.5,234
19,T103,5/25/2021,6/29/2021,-105.3361,40.0177,2007,6/14/2021,21,23.4,18.4,252.4
19,T103,5/25/2021,6/29/2021,-105.3361,40.0177,2007,6/15/2021,22,24.5,19.5,271.9
19,T103,5/25/2021,6/29/2021,-105.3361,40.0177,2007,6/16/2021,23,26.9,21.9,293.8
19,T103,5/25/2021,6/29/2021,-105.3361,40.0177,2007,6/17/2021,24,26.6,21.6,315.4
19,T103,5/25/2021,6/29/2021,-105.3361,40.0177,2007,6/18/2021,25,27.3,22.3,337.7
19,T103,5/25/2021,6/29/2021,-105.3361,40.0177,2007,6/19/2021,26,23,18,355.7
19,T103,5/25/2021,6/29/2021,-105.3361,40.0177,2007,6/20/2021,27,22.5,17.5,373.2
19,T103,5/25/2021,6/29/2021,-105.3361,40.0177,2007,6/21/2021,28,16.3,11.3,384.5
19,T103,5/25/2021,6/29/2021,-105.3361,40.0177,2007,6/22/2021,29,14.1,9.1,393.6
19,T103,5/25/2021,6/29/2021,-105.3361,40.0177,2007,6/23/2021,30,23.4,18.4,412
19,T103,5/25/2021,6/29/2021,-105.3361,40.0177,2007,6/24/2021,31,23.4,18.4,430.4
19,T103,5/25/2021,6/29/2021,-105.3361,40.0177,2007,6/25/2021,32,19.4,14.4,444.8
19,T103,5/25/2021,6/29/2021,-105.3361,40.0177,2007,6/26/2021,33,16.6,11.6,456.4
19,T103,5/25/2021,6/29/2021,-105.3361,40.0177,2007,6/27/2021,34,14,9,465.4
19,T103,5/25/2021,6/29/2021,-105.3361,40.0177,2007,6/28/2021,35,14.4,9.4,474.8
19,T103,5/25/2021,6/29/2021,-105.3361,40.0177,2007,6/29/2021,36,14.9,9.9,484.7
20,T106,5/25/2021,6/29/2021,-105.3628,40.0186,2143,5/25/2021,1,11.9,6.9,1
20,T106,5/25/2021,6/29/2021,-105.3628,40.0186,2143,5/26/2021,2,14.2,9.2,10.2
20,T106,5/25/2021,6/29/2021,-105.3628,40.0186,2143,5/27/2021,3,14.3,9.3,19.5
20,T106,5/25/2021,6/29/2021,-105.3628,40.0186,2143,5/28/2021,4,11.3,6.3,25.8
20,T106,5/25/2021,6/29/2021,-105.3628,40.0186,2143,5/29/2021,5,16,11,36.8
20,T106,5/25/2021,6/29/2021,-105.3628,40.0186,2143,5/30/2021,6,14.1,9.1,45.9
20,T106,5/25/2021,6/29/2021,-105.3628,40.0186,2143,5/31/2021,7,7.7,2.7,48.6
20,T106,5/25/2021,6/29/2021,-105.3628,40.0186,2143,6/1/2021,8,8.1,3.1,51.7
20,T106,5/25/2021,6/29/2021,-105.3628,40.0186,2143,6/2/2021,9,11,6,57.7
20,T106,5/25/2021,6/29/2021,-105.3628,40.0186,2143,6/3/2021,10,14.1,9.1,66.8
20,T106,5/25/2021,6/29/2021,-105.3628,40.0186,2143,6/4/2021,11,17.3,12.3,79.1
20,T106,5/25/2021,6/29/2021,-105.3628,40.0186,2143,6/5/2021,12,20,15,94.1
20,T106,5/25/2021,6/29/2021,-105.3628,40.0186,2143,6/6/2021,13,23.3,18.3,112.4
20,T106,5/25/2021,6/29/2021,-105.3628,40.0186,2143,6/7/2021,14,19.8,14.8,127.2
20,T106,5/25/2021,6/29/2021,-105.3628,40.0186,2143,6/8/2021,15,20.2,15.2,142.4
20,T106,5/25/2021,6/29/2021,-105.3628,40.0186,2143,6/9/2021,16,20.2,15.2,157.6
20,T106,5/25/2021,6/29/2021,-105.3628,40.0186,2143,6/10/2021,17,20.1,15.1,172.7
20,T106,5/25/2021,6/29/2021,-105.3628,40.0186,2143,6/11/2021,18,21.8,16.8,189.5
20,T106,5/25/2021,6/29/2021,-105.3628,40.0186,2143,6/12/2021,19,16,11,200.5
20,T106,5/25/2021,6/29/2021,-105.3628,40.0186,2143,6/13/2021,20,19.6,14.6,215.1
20,T106,5/25/2021,6/29/2021,-105.3628,40.0186,2143,6/14/2021,21,22.3,17.3,232.4
20,T106,5/25/2021,6/29/2021,-105.3628,40.0186,2143,6/15/2021,22,23.4,18.4,250.8
20,T106,5/25/2021,6/29/2021,-105.3628,40.0186,2143,6/16/2021,23,25.7,20.7,271.5
20,T106,5/25/2021,6/29/2021,-105.3628,40.0186,2143,6/17/2021,24,25.6,20.6,292.1
20,T106,5/25/2021,6/29/2021,-105.3628,40.0186,2143,6/18/2021,25,26.2,21.2,313.3
20,T106,5/25/2021,6/29/2021,-105.3628,40.0186,2143,6/19/2021,26,22,17,330.3
20,T106,5/25/2021,6/29/2021,-105.3628,40.0186,2143,6/20/2021,27,21.4,16.4,346.7
20,T106,5/25/2021,6/29/2021,-105.3628,40.0186,2143,6/21/2021,28,15.6,10.6,357.3
20,T106,5/25/2021,6/29/2021,-105.3628,40.0186,2143,6/22/2021,29,13.2,8.2,365.5
20,T106,5/25/2021,6/29/2021,-105.3628,40.0186,2143,6/23/2021,30,22.7,17.7,383.2
20,T106,5/25/2021,6/29/2021,-105.3628,40.0186,2143,6/24/2021,31,22.3,17.3,400.5
20,T106,5/25/2021,6/29/2021,-105.3628,40.0186,2143,6/25/2021,32,18.3,13.3,413.8
20,T106,5/25/2021,6/29/2021,-105.3628,40.0186,2143,6/26/2021,33,15.6,10.6,424.4
20,T106,5/25/2021,6/29/2021,-105.3628,40.0186,2143,6/27/2021,34,12.9,7.9,432.3
20,T106,5/25/2021,6/29/2021,-105.3628,40.0186,2143,6/28/2021,35,13.2,8.2,440.5
20,T106,5/25/2021,6/29/2021,-105.3628,40.0186,2143,6/29/2021,36,13.8,8.8,449.3
21,T13,5/24/2021,6/28/2021,-105.2752,39.9614,2143,5/24/2021,1,11.8,6.8,1
21,T13,5/24/2021,6/28/2021,-105.2752,39.9614,2143,5/25/2021,2,12,7,8
21,T13,5/24/2021,6/28/2021,-105.2752,39.9614,2143,5/26/2021,3,14.1,9.1,17.1
21,T13,5/24/2021,6/28/2021,-105.2752,39.9614,2143,5/27/2021,4,14.9,9.9,27
21,T13,5/24/2021,6/28/2021,-105.2752,39.9614,2143,5/28/2021,5,12.1,7.1,34.1
21,T13,5/24/2021,6/28/2021,-105.2752,39.9614,2143,5/29/2021,6,16.1,11.1,45.2
21,T13,5/24/2021,6/28/2021,-105.2752,39.9614,2143,5/30/2021,7,14,9,54.2
21,T13,5/24/2021,6/28/2021,-105.2752,39.9614,2143,5/31/2021,8,7.7,2.7,56.9
21,T13,5/24/2021,6/28/2021,-105.2752,39.9614,2143,6/1/2021,9,8.3,3.3,60.2
21,T13,5/24/2021,6/28/2021,-105.2752,39.9614,2143,6/2/2021,10,11.4,6.4,66.6
21,T13,5/24/2021,6/28/2021,-105.2752,39.9614,2143,6/3/2021,11,13.7,8.7,75.3
21,T13,5/24/2021,6/28/2021,-105.2752,39.9614,2143,6/4/2021,12,17.3,12.3,87.6
21,T13,5/24/2021,6/28/2021,-105.2752,39.9614,2143,6/5/2021,13,20,15,102.6
21,T13,5/24/2021,6/28/2021,-105.2752,39.9614,2143,6/6/2021,14,22.5,17.5,120.1
21,T13,5/24/2021,6/28/2021,-105.2752,39.9614,2143,6/7/2021,15,19.7,14.7,134.8
21,T13,5/24/2021,6/28/2021,-105.2752,39.9614,2143,6/8/2021,16,20.5,15.5,150.3
21,T13,5/24/2021,6/28/2021,-105.2752,39.9614,2143,6/9/2021,17,19.9,14.9,165.2
21,T13,5/24/2021,6/28/2021,-105.2752,39.9614,2143,6/10/2021,18,20.1,15.1,180.3
21,T13,5/24/2021,6/28/2021,-105.2752,39.9614,2143,6/11/2021,19,21.5,16.5,196.8
21,T13,5/24/2021,6/28/2021,-105.2752,39.9614,2143,6/12/2021,20,15.8,10.8,207.6
21,T13,5/24/2021,6/28/2021,-105.2752,39.9614,2143,6/13/2021,21,19.2,14.2,221.8
21,T13,5/24/2021,6/28/2021,-105.2752,39.9614,2143,6/14/2021,22,22.1,17.1,238.9
21,T13,5/24/2021,6/28/2021,-105.2752,39.9614,2143,6/15/2021,23,23.4,18.4,257.3
21,T13,5/24/2021,6/28/2021,-105.2752,39.9614,2143,6/16/2021,24,26.2,21.2,278.5
21,T13,5/24/2021,6/28/2021,-105.2752,39.9614,2143,6/17/2021,25,24.6,19.6,298.1
21,T13,5/24/2021,6/28/2021,-105.2752,39.9614,2143,6/18/2021,26,25.9,20.9,319
21,T13,5/24/2021,6/28/2021,-105.2752,39.9614,2143,6/19/2021,27,21.8,16.8,335.8
21,T13,5/24/2021,6/28/2021,-105.2752,39.9614,2143,6/20/2021,28,21.4,16.4,352.2
21,T13,5/24/2021,6/28/2021,-105.2752,39.9614,2143,6/21/2021,29,16.2,11.2,363.4
21,T13,5/24/2021,6/28/2021,-105.2752,39.9614,2143,6/22/2021,30,13,8,371.4
21,T13,5/24/2021,6/28/2021,-105.2752,39.9614,2143,6/23/2021,31,21.5,16.5,387.9
21,T13,5/24/2021,6/28/2021,-105.2752,39.9614,2143,6/24/2021,32,22,17,404.9
21,T13,5/24/2021,6/28/2021,-105.2752,39.9614,2143,6/25/2021,33,18.4,13.4,418.3
21,T13,5/24/2021,6/28/2021,-105.2752,39.9614,2143,6/26/2021,34,16.1,11.1,429.4
21,T13,5/24/2021,6/28/2021,-105.2752,39.9614,2143,6/27/2021,35,13.4,8.4,437.8
21,T13,5/24/2021,6/28/2021,-105.2752,39.9614,2143,6/28/2021,36,13.6,8.6,446.4
22,T96,5/24/2021,6/28/2021,-105.3267,39.965,2213,5/24/2021,1,11.4,6.4,1
22,T96,5/24/2021,6/28/2021,-105.3267,39.965,2213,5/25/2021,2,11.4,6.4,7.4
22,T96,5/24/2021,6/28/2021,-105.3267,39.965,2213,5/26/2021,3,13.6,8.6,16
22,T96,5/24/2021,6/28/2021,-105.3267,39.965,2213,5/27/2021,4,14.8,9.8,25.8
22,T96,5/24/2021,6/28/2021,-105.3267,39.965,2213,5/28/2021,5,11.5,6.5,32.3
22,T96,5/24/2021,6/28/2021,-105.3267,39.965,2213,5/29/2021,6,15.7,10.7,43
22,T96,5/24/2021,6/28/2021,-105.3267,39.965,2213,5/30/2021,7,13.7,8.7,51.7
22,T96,5/24/2021,6/28/2021,-105.3267,39.965,2213,5/31/2021,8,7.1,2.1,53.8
22,T96,5/24/2021,6/28/2021,-105.3267,39.965,2213,6/1/2021,9,8,3,56.8
22,T96,5/24/2021,6/28/2021,-105.3267,39.965,2213,6/2/2021,10,10.8,5.8,62.6
22,T96,5/24/2021,6/28/2021,-105.3267,39.965,2213,6/3/2021,11,12.8,7.8,70.4
22,T96,5/24/2021,6/28/2021,-105.3267,39.965,2213,6/4/2021,12,16.6,11.6,82
22,T96,5/24/2021,6/28/2021,-105.3267,39.965,2213,6/5/2021,13,19.4,14.4,96.4
22,T96,5/24/2021,6/28/2021,-105.3267,39.965,2213,6/6/2021,14,21.9,16.9,113.3
22,T96,5/24/2021,6/28/2021,-105.3267,39.965,2213,6/7/2021,15,19,14,127.3
22,T96,5/24/2021,6/28/2021,-105.3267,39.965,2213,6/8/2021,16,19.9,14.9,142.2
22,T96,5/24/2021,6/28/2021,-105.3267,39.965,2213,6/9/2021,17,19,14,156.2
22,T96,5/24/2021,6/28/2021,-105.3267,39.965,2213,6/10/2021,18,19.2,14.2,170.4
22,T96,5/24/2021,6/28/2021,-105.3267,39.965,2213,6/11/2021,19,20.8,15.8,186.2
22,T96,5/24/2021,6/28/2021,-105.3267,39.965,2213,6/12/2021,20,15,10,196.2
22,T96,5/24/2021,6/28/2021,-105.3267,39.965,2213,6/13/2021,21,18.4,13.4,209.6
22,T96,5/24/2021,6/28/2021,-105.3267,39.965,2213,6/14/2021,22,21.2,16.2,225.8
22,T96,5/24/2021,6/28/2021,-105.3267,39.965,2213,6/15/2021,23,22.4,17.4,243.2
22,T96,5/24/2021,6/28/2021,-105.3267,39.965,2213,6/16/2021,24,25.9,20.9,264.1
22,T96,5/24/2021,6/28/2021,-105.3267,39.965,2213,6/17/2021,25,23.5,18.5,282.6
22,T96,5/24/2021,6/28/2021,-105.3267,39.965,2213,6/18/2021,26,25.1,20.1,302.7
22,T96,5/24/2021,6/28/2021,-105.3267,39.965,2213,6/19/2021,27,21,16,318.7
22,T96,5/24/2021,6/28/2021,-105.3267,39.965,2213,6/20/2021,28,20.8,15.8,334.5
22,T96,5/24/2021,6/28/2021,-105.3267,39.965,2213,6/21/2021,29,15.8,10.8,345.3
